id,position_x,position_y,geom_y,geom_x
1621,0.125,-0.90933,5,-21
1622,0.15,-0.95263,6,-22
1623,0.2,-0.95263,8,-22
1624,0.3,-0.86603,12,-20
1625,0.35,-0.86603,14,-20
1626,0.325,-0.82272,13,-19
1627,0.275,-0.82272,11,-19
1628,0.25,-0.86603,10,-20
1629,0.275,-0.90933,11,-21
1630,0.325,-0.90933,13,-21
1631,0.425,-0.82272,17,-19
1632,0.475,-0.82272,19,-19
1633,0.45,-0.77942,18,-18
1634,0.4,-0.77942,16,-18
1635,0.375,-0.82272,15,-19
1636,0.4,-0.86603,16,-20
1637,0.45,-0.86603,18,-20
1638,0.55,-0.77942,22,-18
1639,0.6,-0.77942,24,-18
1640,0.575,-0.73612,23,-17
1641,0.525,-0.73612,21,-17
1642,0.5,-0.77942,20,-18
1643,0.525,-0.82272,21,-19
1644,0.575,-0.82272,23,-19
1645,0.675,-0.73612,27,-17
1646,0.725,-0.73612,29,-17
1647,0.7,-0.69282,28,-16
1648,0.65,-0.69282,26,-16
1649,0.625,-0.73612,25,-17
1650,0.65,-0.77942,26,-18
1651,0.7,-0.77942,28,-18
1652,0.8,-0.69282,32,-16
1653,0.85,-0.69282,34,-16
1654,0.825,-0.64952,33,-15
1655,0.775,-0.64952,31,-15
1656,0.75,-0.69282,30,-16
1657,0.775,-0.73612,31,-17
1658,0.825,-0.73612,33,-17
1659,0.925,-0.64952,37,-15
1660,0.975,-0.64952,39,-15
1661,0.95,-0.60622,38,-14
1662,0.9,-0.60622,36,-14
1663,0.875,-0.64952,35,-15
1664,0.9,-0.69282,36,-16
1665,0.95,-0.69282,38,-16
1666,0.2,1.03923,8,24
1667,0.25,1.03923,10,24
1668,0.225,1.08253,9,25
1669,0.175,1.08253,7,25
1670,0.15,1.03923,6,24
1671,0.175,0.99593,7,23
1672,0.225,0.99593,9,23
1673,0.075,0.99593,3,23
1674,0.125,0.99593,5,23
1675,0.1,1.03923,4,24
1676,0.05,1.03923,2,24
1677,0.025,0.99593,1,23
1678,0.05,0.95263,2,22
1679,0.1,0.95263,4,22
1680,0.325,1.08253,13,25
1681,0.375,1.08253,15,25
1682,0.35,1.12583,14,26
1683,0.3,1.12583,12,26
1684,0.275,1.08253,11,25
1685,0.3,1.03923,12,24
1686,0.35,1.03923,14,24
1687,-0.05,0.95263,-2,22
1688,0,0.95263,0,22
1689,-0.025,0.99593,-1,23
1690,-0.075,0.99593,-3,23
1691,-0.1,0.95263,-4,22
1692,-0.075,0.90933,-3,21
1693,-0.025,0.90933,-1,21
1694,-0.175,0.90933,-7,21
1695,-0.125,0.90933,-5,21
1696,-0.15,0.95263,-6,22
1697,-0.2,0.95263,-8,22
1698,-0.225,0.90933,-9,21
1699,-0.2,0.86603,-8,20
1700,-0.15,0.86603,-6,20
1701,-0.3,0.86603,-12,20
1702,-0.25,0.86603,-10,20
1703,-0.275,0.90933,-11,21
1704,-0.325,0.90933,-13,21
1705,-0.35,0.86603,-14,20
1706,-0.325,0.82272,-13,19
1707,-0.275,0.82272,-11,19
1708,-0.425,0.82272,-17,19
1709,-0.375,0.82272,-15,19
1710,-0.4,0.86603,-16,20
1711,-0.45,0.86603,-18,20
1712,-0.475,0.82272,-19,19
1713,-0.45,0.77942,-18,18
1714,-0.4,0.77942,-16,18
1715,-0.55,0.77942,-22,18
1716,-0.5,0.77942,-20,18
1717,-0.525,0.82272,-21,19
1718,-0.575,0.82272,-23,19
1719,-0.6,0.77942,-24,18
1720,-0.575,0.73612,-23,17
1721,-0.525,0.73612,-21,17
1722,-0.675,0.73612,-27,17
1723,-0.625,0.73612,-25,17
1724,-0.65,0.77942,-26,18
1725,-0.7,0.77942,-28,18
1726,-0.725,0.73612,-29,17
1727,-0.7,0.69282,-28,16
1728,-0.65,0.69282,-26,16
1729,-0.8,0.69282,-32,16
1730,-0.75,0.69282,-30,16
1731,-0.775,0.73612,-31,17
1732,-0.825,0.73612,-33,17
1733,-0.85,0.69282,-34,16
1734,-0.825,0.64952,-33,15
1735,-0.775,0.64952,-31,15
1736,-0.925,0.64952,-37,15
1737,-0.875,0.64952,-35,15
1738,-0.9,0.69282,-36,16
1739,-0.95,0.69282,-38,16
1740,-0.975,0.64952,-39,15
1741,-0.95,0.60622,-38,14
1742,-0.9,0.60622,-36,14
1743,-0.1,-1.12583,-4,-26
1744,-0.05,-1.12583,-2,-26
1745,-0.075,-1.08253,-3,-25
1746,-0.125,-1.08253,-5,-25
1747,-0.15,-1.12583,-6,-26
1748,-0.125,-1.16913,-5,-27
1749,-0.075,-1.16913,-3,-27
1750,0.025,-1.08253,1,-25
1751,0.075,-1.08253,3,-25
1752,0.05,-1.03923,2,-24
1753,0,-1.03923,0,-24
1754,-0.025,-1.08253,-1,-25
1755,0,-1.12583,0,-26
1756,0.05,-1.12583,2,-26
1757,0.15,-1.03923,6,-24
1758,0.2,-1.03923,8,-24
1759,0.175,-0.99593,7,-23
1760,0.125,-0.99593,5,-23
1761,0.1,-1.03923,4,-24
1762,0.125,-1.08253,5,-25
1763,0.175,-1.08253,7,-25
1764,0.275,-0.99593,11,-23
1765,0.325,-0.99593,13,-23
1766,0.3,-0.95263,12,-22
1767,0.25,-0.95263,10,-22
1768,0.225,-0.99593,9,-23
1769,0.25,-1.03923,10,-24
1770,0.3,-1.03923,12,-24
1771,0.4,-0.95263,16,-22
1772,0.45,-0.95263,18,-22
1773,0.425,-0.90933,17,-21
1774,0.375,-0.90933,15,-21
1775,0.35,-0.95263,14,-22
1776,0.375,-0.99593,15,-23
1777,0.425,-0.99593,17,-23
1778,0.525,-0.90933,21,-21
1779,0.575,-0.90933,23,-21
1780,0.55,-0.86603,22,-20
1781,0.5,-0.86603,20,-20
1782,0.475,-0.90933,19,-21
1783,0.5,-0.95263,20,-22
1784,0.55,-0.95263,22,-22
1785,0.65,-0.86603,26,-20
1786,0.7,-0.86603,28,-20
1787,0.675,-0.82272,27,-19
1788,0.625,-0.82272,25,-19
1789,0.6,-0.86603,24,-20
1790,0.625,-0.90933,25,-21
1791,0.675,-0.90933,27,-21
1792,0.775,-0.82272,31,-19
1793,0.825,-0.82272,33,-19
1794,0.8,-0.77942,32,-18
1795,0.75,-0.77942,30,-18
1796,0.725,-0.82272,29,-19
1797,0.75,-0.86603,30,-20
1798,0.8,-0.86603,32,-20
1799,0.1,1.12583,4,26
1800,0.15,1.12583,6,26
1801,0.125,1.16913,5,27
1802,0.075,1.16913,3,27
1803,0.05,1.12583,2,26
1804,0.075,1.08253,3,25
1805,0.125,1.08253,5,25
1806,-0.025,1.08253,-1,25
1807,0.025,1.08253,1,25
1808,0,1.12583,0,26
1809,-0.05,1.12583,-2,26
1810,-0.075,1.08253,-3,25
1811,-0.05,1.03923,-2,24
1812,0,1.03923,0,24
1813,-0.15,1.03923,-6,24
1814,-0.1,1.03923,-4,24
1815,-0.125,1.08253,-5,25
1816,-0.175,1.08253,-7,25
1817,-0.2,1.03923,-8,24
1818,-0.175,0.99593,-7,23
1819,-0.125,0.99593,-5,23
1820,-0.275,0.99593,-11,23
1821,-0.225,0.99593,-9,23
1822,-0.25,1.03923,-10,24
1823,-0.3,1.03923,-12,24
1824,-0.325,0.99593,-13,23
1825,-0.3,0.95263,-12,22
1826,-0.25,0.95263,-10,22
1827,-0.4,0.95263,-16,22
1828,-0.35,0.95263,-14,22
1829,-0.375,0.99593,-15,23
1830,-0.425,0.99593,-17,23
1831,-0.45,0.95263,-18,22
1832,-0.425,0.90933,-17,21
1833,-0.375,0.90933,-15,21
1834,-0.525,0.90933,-21,21
1835,-0.475,0.90933,-19,21
1836,-0.5,0.95263,-20,22
1837,-0.55,0.95263,-22,22
1838,-0.575,0.90933,-23,21
1839,-0.55,0.86603,-22,20
1840,-0.5,0.86603,-20,20
1841,-0.65,0.86603,-26,20
1842,-0.6,0.86603,-24,20
1843,-0.625,0.90933,-25,21
1844,-0.675,0.90933,-27,21
1845,-0.7,0.86603,-28,20
1846,-0.675,0.82272,-27,19
1847,-0.625,0.82272,-25,19
1848,-0.775,0.82272,-31,19
1849,-0.725,0.82272,-29,19
1850,-0.75,0.86603,-30,20
1851,-0.8,0.86603,-32,20
1852,-0.825,0.82272,-33,19
1853,-0.8,0.77942,-32,18
1854,-0.75,0.77942,-30,18
